Epoch id,t,Attendance,Contagion,Present contagion,New infections,New infections cost,Recovered,Revenues,Capacity,A1,A1 cost,Total A costs,Total costs
1,51,1172,576,147,349,52350,19,0,1500,1,0,0,52350
1,52,807,681,225,120,18000,15,0,1500,0,0,0,18000
1,53,783,724,192,50,7500,7,0,1500,0,0,0,7500
1,54,842,628,93,15,2250,111,0,1500,0,0,0,2250
1,55,837,588,41,7,1050,47,0,1500,0,0,0,1050
1,56,831,569,25,0,0,19,0,1500,0,0,0,0
1,57,1052,720,231,165,24750,14,0,1500,0,0,0,24750
1,58,928,802,321,90,13500,8,0,1500,0,0,0,13500
1,59,299,798,1,0,0,4,0,299,0,598,598,598
1,60,299,796,0,0,0,2,0,299,0,598,598,598
1,61,299,796,0,0,0,0,0,299,1,598,598,598
1,62,299,447,0,0,0,349,0,299,1,598,598,598
1,63,299,327,0,0,0,120,0,299,1,598,598,598
1,64,299,277,0,0,0,50,0,299,1,598,598,598
1,65,299,262,0,0,0,15,0,299,1,598,598,598
1,66,299,255,0,0,0,7,0,299,1,598,598,598
1,67,299,255,0,0,0,0,0,299,1,598,598,598
1,68,299,90,0,0,0,165,0,299,1,598,598,598
1,69,299,0,0,0,0,90,0,299,1,598,598,598
1,70,1121,0,0,0,0,0,0,1500,1,0,0,0
1,71,908,0,0,0,0,0,0,1500,1,0,0,0
1,72,934,0,0,0,0,0,0,1500,0,0,0,0
1,73,963,0,0,0,0,0,0,1500,0,0,0,0
1,74,945,0,0,0,0,0,0,1500,0,0,0,0
1,75,905,0,0,0,0,0,0,1500,0,0,0,0
1,76,992,0,0,0,0,0,0,1500,0,0,0,0
1,77,884,0,0,0,0,0,0,1500,0,0,0,0
1,78,915,0,0,0,0,0,0,1500,0,0,0,0
1,79,964,0,0,0,0,0,0,1500,0,0,0,0
1,80,920,0,0,0,0,0,0,1500,0,0,0,0
1,81,895,0,0,0,0,0,0,1500,0,0,0,0
1,82,940,0,0,0,0,0,0,1500,0,0,0,0
1,83,920,0,0,0,0,0,0,1500,0,0,0,0
1,84,936,0,0,0,0,0,0,1500,0,0,0,0
1,85,864,0,0,0,0,0,0,1500,0,0,0,0
1,86,885,0,0,0,0,0,0,1500,0,0,0,0
1,87,987,0,0,0,0,0,0,1500,0,0,0,0
1,88,818,0,0,0,0,0,0,1500,0,0,0,0
1,89,933,0,0,0,0,0,0,1500,0,0,0,0
1,90,936,0,0,0,0,0,0,1500,0,0,0,0
1,91,828,0,0,0,0,0,0,1500,0,0,0,0
1,92,968,0,0,0,0,0,0,1500,0,0,0,0
1,93,915,0,0,0,0,0,0,1500,0,0,0,0
1,94,859,0,0,0,0,0,0,1500,0,0,0,0
1,95,974,0,0,0,0,0,0,1500,0,0,0,0
1,96,837,0,0,0,0,0,0,1500,0,0,0,0
1,97,933,0,0,0,0,0,0,1500,0,0,0,0
1,98,903,0,0,0,0,0,0,1500,0,0,0,0
1,99,861,0,0,0,0,0,0,1500,0,0,0,0
1,100,934,0,0,0,0,0,0,1500,0,0,0,0
