Epoch id,t,Attendance,Contagion,Present contagion,New infections,New infections cost,Recovered,Revenues,Capacity,A2,A2 cost,Total A costs,Total costs
2,41,941,0,0,0,0,0,0,1500,0,0,0,0
2,42,881,0,0,0,0,0,0,1500,0,0,0,0
2,43,896,0,0,0,0,0,0,1500,0,0,0,0
2,44,937,0,0,0,0,0,0,1500,0,0,0,0
2,45,940,0,0,0,0,0,0,1500,0,0,0,0
2,46,886,0,0,0,0,0,0,1500,0,0,0,0
2,47,943,0,0,0,0,0,0,1500,0,0,0,0
2,48,883,0,0,0,0,0,0,1500,0,0,0,0
2,49,874,0,0,0,0,0,0,1500,0,0,0,0
2,50,927,0,0,0,0,0,0,1500,0,0,0,0
2,51,865,0,0,0,0,0,0,1500,0,0,0,0
2,52,945,0,0,0,0,0,0,1500,0,0,0,0
2,53,892,0,0,0,0,0,0,1500,0,0,0,0
2,54,896,0,0,0,0,0,0,1500,0,0,0,0
2,55,948,0,0,0,0,0,0,1500,0,0,0,0
2,56,896,0,0,0,0,0,0,1500,0,0,0,0
2,57,885,0,0,0,0,0,0,1500,0,0,0,0
2,58,901,0,0,0,0,0,0,1500,0,0,0,0
2,59,920,0,0,0,0,0,0,1500,0,0,0,0
2,60,915,0,0,0,0,0,0,1500,0,0,0,0
2,61,855,0,0,0,0,0,0,1500,0,0,0,0
2,62,922,0,0,0,0,0,0,1500,0,0,0,0
2,63,933,0,0,0,0,0,0,1500,0,0,0,0
2,64,897,0,0,0,0,0,0,1500,0,0,0,0
2,65,934,0,0,0,0,0,0,1500,0,0,0,0
2,66,865,0,0,0,0,0,0,1500,0,0,0,0
2,67,916,0,0,0,0,0,0,1500,0,0,0,0
2,68,881,0,0,0,0,0,0,1500,0,0,0,0
2,69,941,0,0,0,0,0,0,1500,0,0,0,0
2,70,910,0,0,0,0,0,0,1500,0,0,0,0
2,71,882,0,0,0,0,0,0,1500,0,0,0,0
2,72,981,0,0,0,0,0,0,1500,0,0,0,0
2,73,900,0,0,0,0,0,0,1500,0,0,0,0
2,74,860,0,0,0,0,0,0,1500,0,0,0,0
2,75,942,0,0,0,0,0,0,1500,0,0,0,0
2,76,898,0,0,0,0,0,0,1500,0,0,0,0
2,77,915,0,0,0,0,0,0,1500,0,0,0,0
2,78,859,0,0,0,0,0,0,1500,0,0,0,0
2,79,894,0,0,0,0,0,0,1500,0,0,0,0
2,80,947,0,0,0,0,0,0,1500,0,0,0,0
2,81,897,0,0,0,0,0,0,1500,0,0,0,0
2,82,890,0,0,0,0,0,0,1500,0,0,0,0
2,83,940,0,0,0,0,0,0,1500,0,0,0,0
2,84,866,0,0,0,0,0,0,1500,0,0,0,0
2,85,904,0,0,0,0,0,0,1500,0,0,0,0
2,86,919,0,0,0,0,0,0,1500,0,0,0,0
2,87,904,0,0,0,0,0,0,1500,0,0,0,0
2,88,916,0,0,0,0,0,0,1500,0,0,0,0
2,89,831,0,0,0,0,0,0,1500,0,0,0,0
2,90,970,0,0,0,0,0,0,1500,0,0,0,0
2,91,842,0,0,0,0,0,0,1500,0,0,0,0
2,92,875,0,0,0,0,0,0,1500,0,0,0,0
2,93,947,0,0,0,0,0,0,1500,0,0,0,0
2,94,904,0,0,0,0,0,0,1500,0,0,0,0
2,95,869,0,0,0,0,0,0,1500,0,0,0,0
2,96,931,0,0,0,0,0,0,1500,0,0,0,0
2,97,882,0,0,0,0,0,0,1500,0,0,0,0
2,98,894,0,0,0,0,0,0,1500,0,0,0,0
2,99,952,0,0,0,0,0,0,1500,0,0,0,0
2,100,817,0,0,0,0,0,0,1500,0,0,0,0
